word,p1,p2,p3,p4,p5,p6,p7,p8
ಲಕ್ಷ್ಯ,ಲಕ್ಷ್ಯ,ಲಕ್ಷ್ಯವನ್ನು,ಲಕ್ಷ್ಯದಿಂದ,ಲಕ್ಷ್ಯಕ್ಕೆ,ಲಕ್ಷ್ಯದಿಂದ,ಲಕ್ಷ್ಯದ,ಲಕ್ಷ್ಯದಲ್ಲಿ,ಲಕ್ಷ್ಯವೇ
ವರ್ಷ,ವರ್ಷ,ವರ್ಷವನ್ನು,ವರ್ಷದಿಂದ,ವರ್ಷಕ್ಕೆ,ವರ್ಷದಿಂದ,ವರ್ಷದ,ವರ್ಷದಲ್ಲಿ,ವರ್ಷವೇ
ನೆರಳು,ನೆರಳು,ನೆರಳನ್ನು,ನೆರಳಿನಿಂದ,ನೆರಳಿಗೆ,ನೆರಳಿನಿಂದ,ನೆರಳಿನ,ನೆರಳಿನಲ್ಲಿ,ನೆರಳೇ
ಆಹಾರ,ಆಹಾರ,ಆಹಾರವನ್ನು,ಆಹಾರದಿಂದ,ಆಹಾರಕ್ಕೆ,ಆಹಾರದಿಂದ,ಆಹಾರದ,ಆಹಾರದಲ್ಲಿ,ಆಹಾರವೇ
ಪಾನೀಯ,ಪಾನೀಯ,ಪಾನೀಯವನ್ನು,ಪಾನೀಯದಿಂದ,ಪಾನೀಯಕ್ಕೆ,ಪಾನೀಯದಿಂದ,ಪಾನೀಯದ,ಪಾನೀಯದಲ್ಲಿ,ಪಾನೀಯವೇ
ರೋಗ,ರೋಗ,ರೋಗವನ್ನು,ರೋಗದಿಂದ,ರೋಗಕ್ಕೆ,ರೋಗದಿಂದ,ರೋಗದ,ರೋಗದಲ್ಲಿ,ರೋಗವೇ
ಕ್ಷಮತೆ,ಕ್ಷಮತೆ,ಕ್ಷಮತೆಯನ್ನು,ಕ್ಷಮತೆಯಿಂದ,ಕ್ಷಮತೆಗೆ,ಕ್ಷಮತೆಯಿಂದ,ಕ್ಷಮತೆಯ,ಕ್ಷಮತೆಯಲ್ಲಿ,ಕ್ಷಮತೆಯೇ
ಯಂತ್ರ,ಯಂತ್ರ,ಯಂತ್ರವನ್ನು,ಯಂತ್ರದಿಂದ,ಯಂತ್ರಕ್ಕೆ,ಯಂತ್ರದಿಂದ,ಯಂತ್ರದ,ಯಂತ್ರದಲ್ಲಿ,ಯಂತ್ರವೇ
ವಸ್ತು,ವಸ್ತು,ವಸ್ತುವನ್ನು,ವಸ್ತುವಿನಿಂದ,ವಸ್ತುವಿಗೆ,ವಸ್ತುವಿನಿಂದ,ವಸ್ತುವಿನ,ವಸ್ತುವಿನಲ್ಲಿ,ವಸ್ತುವೇ
ಖರೀದಿ,ಖರೀದಿ,ಖರೀದಿಯನ್ನು,ಖರೀದಿಯಿಂದ,ಖರೀದಿಗೆ,ಖರೀದಿಯಿಂದ,ಖರೀದಿಯ,ಖರೀದಿಯಲ್ಲಿ,ಖರೀದಿಯೇ
ಅದೃಷ್ಟ,ಅದೃಷ್ಟ,ಅದೃಷ್ಟವನ್ನು,ಅದೃಷ್ಟದಿಂದ,ಅದೃಷ್ಟಕ್ಕೆ,ಅದೃಷ್ಟದಿಂದ,ಅದೃಷ್ಟದ,ಅದೃಷ್ಟದಲ್ಲಿ,ಅದೃಷ್ಟವೇ
ಕಷ್ಟ,ಕಷ್ಟ,ಕಷ್ಟವನ್ನು,ಕಷ್ಟದಿಂದ,ಕಷ್ಟಕ್ಕೆ,ಕಷ್ಟದಿಂದ,ಕಷ್ಟದ,ಕಷ್ಟದಲ್ಲಿ,ಕಷ್ಟವೇ
ಸುಖ,ಸುಖ,ಸುಖವನ್ನು,ಸುಖದಿಂದ,ಸುಖಕ್ಕೆ,ಸುಖದಿಂದ,ಸುಖದ,ಸುಖದಲ್ಲಿ,ಸುಖವೇ
ಸುಂದರ,ಸುಂದರ,ಸುಂದರವನ್ನು,ಸುಂದರದಿಂದ,ಸುಂದರಕ್ಕೆ,ಸುಂದರದಿಂದ,ಸುಂದರದ,ಸುಂದರದಲ್ಲಿ,ಸುಂದರವೇ
ಆಕರ್ಷಣೆ,ಆಕರ್ಷಣೆ,ಆಕರ್ಷಣೆಯನ್ನು,ಆಕರ್ಷಣೆಯಿಂದ,ಆಕರ್ಷಣೆಗೆ,ಆಕರ್ಷಣೆಯಿಂದ,ಆಕರ್ಷಣೆಯ,ಆಕರ್ಷಣೆಯಲ್ಲಿ,ಆಕರ್ಷಣೆಯೇ
ಕ್ರೀಡೆ,ಕ್ರೀಡೆ,ಕ್ರೀಡೆಯನ್ನು,ಕ್ರೀಡೆಯಿಂದ,ಕ್ರೀಡೆಗೆ,ಕ್ರೀಡೆಯಿಂದ,ಕ್ರೀಡೆಯ,ಕ್ರೀಡೆಯಲ್ಲಿ,ಕ್ರೀಡೆಯೇ
ಪದ,ಪದ,ಪದವನ್ನು,ಪದದಿಂದ,ಪದಕ್ಕೆ,ಪದದಿಂದ,ಪದದ,ಪದದಲ್ಲಿ,ಪದವೇ
ಮೌನ,ಮೌನ,ಮೌನವನ್ನು,ಮೌನದಿಂದ,ಮೌನಕ್ಕೆ,ಮೌನದಿಂದ,ಮೌನದ,ಮೌನದಲ್ಲಿ,ಮೌನವೇ
ಉದಾಹರಣೆ,ಉದಾಹರಣೆ,ಉದಾಹರಣೆಯನ್ನು,ಉದಾಹರಣೆಯಿಂದ,ಉದಾಹರಣೆಗೆ,ಉದಾಹರಣೆಯಿಂದ,ಉದಾಹರಣೆಯ,ಉದಾಹರಣೆಯಲ್ಲಿ,ಉದಾಹರಣೆಯೇ
ಶಬ್ದ,ಶಬ್ದ,ಶಬ್ದವನ್ನು,ಶಬ್ದದಿಂದ,ಶಬ್ದಕ್ಕೆ,ಶಬ್ದದಿಂದ,ಶಬ್ದದ,ಶಬ್ದದಲ್ಲಿ,ಶಬ್ದವೇ
ಹಾಡು,ಹಾಡು,ಹಾಡನ್ನು,ಹಾಡಿನಿಂದ,ಹಾಡಿಗೆ,ಹಾಡಿನಿಂದ,ಹಾಡಿನ,ಹಾಡಿನಲ್ಲಿ,ಹಾಡೇ
ನೃತ್ಯ,ನೃತ್ಯ,ನೃತ್ಯವನ್ನು,ನೃತ್ಯದಿಂದ,ನೃತ್ಯಕ್ಕೆ,ನೃತ್ಯದಿಂದ,ನೃತ್ಯದ,ನೃತ್ಯದಲ್ಲಿ,ನೃತ್ಯವೇ
ಯೋಜನೆ,ಯೋಜನೆ,ಯೋಜನೆಯನ್ನು,ಯೋಜನೆಯಿಂದ,ಯೋಜನೆಗೆ,ಯೋಜನೆಯಿಂದ,ಯೋಜನೆಯ,ಯೋಜನೆಯಲ್ಲಿ,ಯೋಜನೆಯೇ
ಚಿಂತೆ,ಚಿಂತೆ,ಚಿಂತೆಯನ್ನು,ಚಿಂತೆಯಿಂದ,ಚಿಂತೆಗೆ,ಚಿಂತೆಯಿಂದ,ಚಿಂತೆಯ,ಚಿಂತೆಯಲ್ಲಿ,ಚಿಂತೆಯೇ
ಗೌರವ,ಗೌರವ,ಗೌರವವನ್ನು,ಗೌರವದಿಂದ,ಗೌರವಕ್ಕೆ,ಗೌರವದಿಂದ,ಗೌರವದ,ಗೌರವದಲ್ಲಿ,ಗೌರವವೇ
ಭಯ,ಭಯ,ಭಯವನ್ನು,ಭಯದಿಂದ,ಭಯಕ್ಕೆ,ಭಯದಿಂದ,ಭಯದ,ಭಯದಲ್ಲಿ,ಭಯವೇ
ವಿವಾದ,ವಿವಾದ,ವಿವಾದವನ್ನು,ವಿವಾದದಿಂದ,ವಿವಾದಕ್ಕೆ,ವಿವಾದದಿಂದ,ವಿವಾದದ,ವಿವಾದದಲ್ಲಿ,ವಿವಾದವೇ
ಸಾಧನ,ಸಾಧನ,ಸಾಧನವನ್ನು,ಸಾಧನದಿಂದ,ಸಾಧನಕ್ಕೆ,ಸಾಧನದಿಂದ,ಸಾಧನದ,ಸಾಧನದಲ್ಲಿ,ಸಾಧನವೇ
ಭರವಸೆ,ಭರವಸೆ,ಭರವಸೆಯನ್ನು,ಭರವಸೆಯಿಂದ,ಭರವಸೆಗೆ,ಭರವಸೆಯಿಂದ,ಭರವಸೆಯ,ಭರವಸೆಯಲ್ಲಿ,ಭರವಸೆಯೇ
ಕರ್ತವ್ಯ,ಕರ್ತವ್ಯ,ಕರ್ತವ್ಯವನ್ನು,ಕರ್ತವ್ಯದಿಂದ,ಕರ್ತವ್ಯಕ್ಕೆ,ಕರ್ತವ್ಯದಿಂದ,ಕರ್ತವ್ಯದ,ಕರ್ತವ್ಯದಲ್ಲಿ,ಕರ್ತವ್ಯವೇ
ದೂರ,ದೂರ,ದೂರವನ್ನು,ದೂರದಿಂದ,ದೂರಕ್ಕೆ,ದೂರದಿಂದ,ದೂರದ,ದೂರದಲ್ಲಿ,ದೂರವೇ
ಸೀಮೆ,ಸೀಮೆ,ಸೀಮೆಯನ್ನು,ಸೀಮೆಯಿಂದ,ಸೀಮೆಗೆ,ಸೀಮೆಯಿಂದ,ಸೀಮೆಯ,ಸೀಮೆಯಲ್ಲಿ,ಸೀಮೆಯೇ
ನಡೆ,ನಡೆ,ನಡೆಯನ್ನು,ನಡೆಯಿಂದ,ನಡೆಯೆ,ನಡೆಯಿಂದ,ನಡೆಯ,ನಡೆಯಲಿ,ನಡೆಯೆ
ಶುಲ್ಕ,ಶುಲ್ಕ,ಶುಲ್ಕವನ್ನು,ಶುಲ್ಕದಿಂದ,ಶುಲ್ಕಕ್ಕೆ,ಶುಲ್ಕದಿಂದ,ಶುಲ್ಕದ,ಶುಲ್ಕದಲ್ಲಿ,ಶುಲ್ಕವೇ
ಅಂತ್ಯ,ಅಂತ್ಯ,ಅಂತ್ಯವನ್ನು,ಅಂತ್ಯದಿಂದ,ಅಂತ್ಯಕ್ಕೆ,ಅಂತ್ಯದಿಂದ,ಅಂತ್ಯದ,ಅಂತ್ಯದಲ್ಲಿ,ಅಂತ್ಯವೇ
ಮಧ್ಯ,ಮಧ್ಯ,ಮಧ್ಯವನ್ನು,ಮಧ್ಯದಿಂದ,ಮಧ್ಯಕ್ಕೆ,ಮಧ್ಯದಿಂದ,ಮಧ್ಯದ,ಮಧ್ಯದಲ್ಲಿ,ಮಧ್ಯವೇ
ಸಾಲ,ಸಾಲ,ಸಾಲವನ್ನು,ಸಾಲದಿಂದ,ಸಾಲಕ್ಕೆ,ಸಾಲದಿಂದ,ಸಾಲದ,ಸಾಲದಲ್ಲಿ,ಸಾಲವೇ
ಹಾದಿ,ಹಾದಿ,ಹಾದಿಯನ್ನು,ಹಾದಿಯಿಂದ,ಹಾದಿಗೆ,ಹಾದಿಯಿಂದ,ಹಾದಿಯ,ಹಾದಿಯಲ್ಲಿ,ಹಾದಿಯೇ
ಪರಿಣಾಮ,ಪರಿಣಾಮ,ಪರಿಣಾಮವನ್ನು,ಪರಿಣಾಮದಿಂದ,ಪರಿಣಾಮಕ್ಕೆ,ಪರಿಣಾಮದಿಂದ,ಪರಿಣಾಮದ,ಪರಿಣಾಮದಲ್ಲಿ,ಪರಿಣಾಮವೇ
ಗತಿ,ಗತಿ,ಗತಿಯನ್ನು,ಗತಿಯಿಂದ,ಗತಿಗೆ,ಗತಿಯಿಂದ,ಗತಿಯ,ಗತಿಯಲ್ಲಿ,ಗತಿಯೇ
ಪ್ರಮಾಣ,ಪ್ರಮಾಣ,ಪ್ರಮಾಣವನ್ನು,ಪ್ರಮಾಣದಿಂದ,ಪ್ರಮಾಣಕ್ಕೆ,ಪ್ರಮಾಣದಿಂದ,ಪ್ರಮಾಣದ,ಪ್ರಮಾಣದಲ್ಲಿ,ಪ್ರಮಾಣವೇ
ಕೋಪ,ಕೋಪ,ಕೋಪವನ್ನು,ಕೋಪದಿಂದ,ಕೋಪಕ್ಕೆ,ಕೋಪದಿಂದ,ಕೋಪದ,ಕೋಪದಲ್ಲಿ,ಕೋಪವೇ
ವಾರ್ತೆ,ವಾರ್ತೆ,ವಾರ್ತೆಯನ್ನು,ವಾರ್ತೆಯಿಂದ,ವಾರ್ತೆಗೆ,ವಾರ್ತೆಯಿಂದ,ವಾರ್ತೆಯ,ವಾರ್ತೆಯಲ್ಲಿ,ವಾರ್ತೆಯೇ
ವೇಷ,ವೇಷ,ವೇಷವನ್ನು,ವೇಷದಿಂದ,ವೇಷಕ್ಕೆ,ವೇಷದಿಂದ,ವೇಷದ,ವೇಷದಲ್ಲಿ,ವೇಷವೇ
ಮಾರ್ಗ,ಮಾರ್ಗ,ಮಾರ್ಗವನ್ನು,ಮಾರ್ಗದಿಂದ,ಮಾರ್ಗಕ್ಕೆ,ಮಾರ್ಗದಿಂದ,ಮಾರ್ಗದ,ಮಾರ್ಗದಲ್ಲಿ,ಮಾರ್ಗವೇ
ಕಾರ್ಖಾನೆ,ಕಾರ್ಖಾನೆ,ಕಾರ್ಖಾನೆಯನ್ನು,ಕಾರ್ಖಾನೆಯಿಂದ,ಕಾರ್ಖಾನೆಗೆ,ಕಾರ್ಖಾನೆಯಿಂದ,ಕಾರ್ಖಾನೆಯ,ಕಾರ್ಖಾನೆಯಲ್ಲಿ,ಕಾರ್ಖಾನೆಯೇ
ಕನ್ನಡಿ,ಕನ್ನಡಿ,ಕನ್ನಡಿಯನ್ನು,ಕನ್ನಡಿಯಿಂದ,ಕನ್ನಡಿಗೆ,ಕನ್ನಡಿಯಿಂದ,ಕನ್ನಡಿಯ,ಕನ್ನಡಿಯಲ್ಲಿ,ಕನ್ನಡಿಯೇ
ಕೀಲಿ,ಕೀಲಿ,ಕೀಲಿಯನ್ನು,ಕೀಲಿಯಿಂದ,ಕೀಲಿಗೆ,ಕೀಲಿಯಿಂದ,ಕೀಲಿಯ,ಕೀಲಿಯಲ್ಲಿ,ಕೀಲಿಯೇ
ಬೆಣ್ಣೆ,ಬೆಣ್ಣೆ,ಬೆಣ್ಣೆಯನ್ನು,ಬೆಣ್ಣೆಯಿಂದ,ಬೆಣ್ಣೆಗೆ,ಬೆಣ್ಣೆಯಿಂದ,ಬೆಣ್ಣೆಯ,ಬೆಣ್ಣೆಯಲ್ಲಿ,ಬೆಣ್ಣೆಯೇ
ಹೂವು,ಹೂವು,ಹೂವನ್ನು,ಹೂವಿನಿಂದ,ಹೂವಿಗೆ,ಹೂವಿನಿಂದ,ಹೂವಿನ,ಹೂವಿನಲ್ಲಿ,ಹೂವೇ
ಹತ್ತಿ,ಹತ್ತಿ,ಹತ್ತಿಯನ್ನು,ಹತ್ತಿಯಿಂದ,ಹತ್ತಿಗೆ,ಹತ್ತಿಯಿಂದ,ಹತ್ತಿಯ,ಹತ್ತಿಯಲ್ಲಿ,ಹತ್ತಿಯೇ
ಉಪ್ಪು,ಉಪ್ಪು,ಉಪ್ಪನ್ನು,ಉಪ್ಪಿನಿಂದ,ಉಪ್ಪಿಗೆ,ಉಪ್ಪಿನಿಂದ,ಉಪ್ಪಿನ,ಉಪ್ಪಿನಲ್ಲಿ,ಉಪ್ಪೇ
ಸಾಧನೆ,ಸಾಧನೆ,ಸಾಧನೆಯನ್ನು,ಸಾಧನೆಯಿಂದ,ಸಾಧನೆಗೆ,ಸಾಧನೆಯಿಂದ,ಸಾಧನೆಯ,ಸಾಧನೆಯಲ್ಲಿ,ಸಾಧನೆಯೇ
ಮೌಲ್ಯ,ಮೌಲ್ಯ,ಮೌಲ್ಯವನ್ನು,ಮೌಲ್ಯದಿಂದ,ಮೌಲ್ಯಕ್ಕೆ,ಮೌಲ್ಯದಿಂದ,ಮೌಲ್ಯದ,ಮೌಲ್ಯದಲ್ಲಿ,ಮೌಲ್ಯವೇ
ಅನುಮಾನ,ಅನುಮಾನ,ಅನುಮಾನವನ್ನು,ಅನುಮಾನದಿಂದ,ಅನುಮಾನಕ್ಕೆ,ಅನುಮಾನದಿಂದ,ಅನುಮಾನದ,ಅನುಮಾನದಲ್ಲಿ,ಅನುಮಾನವೇ
ಪರಿಚಯ,ಪರಿಚಯ,ಪರಿಚಯವನ್ನು,ಪರಿಚಯದಿಂದ,ಪರಿಚಯಕ್ಕೆ,ಪರಿಚಯದಿಂದ,ಪರಿಚಯದ,ಪರಿಚಯದಲ್ಲಿ,ಪರಿಚಯವೇ
ತೀರ್ಮಾನ,ತೀರ್ಮಾನ,ತೀರ್ಮಾನವನ್ನು,ತೀರ್ಮಾನದಿಂದ,ತೀರ್ಮಾನಕ್ಕೆ,ತೀರ್ಮಾನದಿಂದ,ತೀರ್ಮಾನದ,ತೀರ್ಮಾನದಲ್ಲಿ,ತೀರ್ಮಾನವೇ
ಪ್ರಯಾಣ,ಪ್ರಯಾಣ,ಪ್ರಯಾಣವನ್ನು,ಪ್ರಯಾಣದಿಂದ,ಪ್ರಯಾಣಕ್ಕೆ,ಪ್ರಯಾಣದಿಂದ,ಪ್ರಯಾಣದ,ಪ್ರಯಾಣದಲ್ಲಿ,ಪ್ರಯಾಣವೇ
ಸಂವಹನ,ಸಂವಹನ,ಸಂವಹನವನ್ನು,ಸಂವಹನದಿಂದ,ಸಂವಹನಕ್ಕೆ,ಸಂವಹನದಿಂದ,ಸಂವಹನದ,ಸಂವಹನದಲ್ಲಿ,ಸಂವಹನವೇ
ಗಣಕ,ಗಣಕ,ಗಣಕವನ್ನು,ಗಣಕದಿಂದ,ಗಣಕಕ್ಕೆ,ಗಣಕದಿಂದ,ಗಣಕದ,ಗಣಕದಲ್ಲಿ,ಗಣಕವೇ
ಅಂತ್ಯ,ಅಂತ್ಯ,ಅಂತ್ಯವನ್ನು,ಅಂತ್ಯದಿಂದ,ಅಂತ್ಯಕ್ಕೆ,ಅಂತ್ಯದಿಂದ,ಅಂತ್ಯದ,ಅಂತ್ಯದಲ್ಲಿ,ಅಂತ್ಯವೇ
ಲಾಭ,ಲಾಭ,ಲಾಭವನ್ನು,ಲಾಭದಿಂದ,ಲಾಭಕ್ಕೆ,ಲಾಭದಿಂದ,ಲಾಭದ,ಲಾಭದಲ್ಲಿ,ಲಾಭವೇ
ಖರ್ಚು,ಖರ್ಚು,ಖರ್ಚನ್ನು,ಖರ್ಚಿನಿಂದ,ಖರ್ಚಿಗೆ,ಖರ್ಚಿನಿಂದ,ಖರ್ಚಿನ,ಖರ್ಚಿನಲ್ಲಿ,ಖರ್ಚೇ
ಸಮೂಹ,ಸಮೂಹ,ಸಮೂಹವನ್ನು,ಸಮೂಹದಿಂದ,ಸಮೂಹಕ್ಕೆ,ಸಮೂಹದಿಂದ,ಸಮೂಹದ,ಸಮೂಹದಲ್ಲಿ,ಸಮೂಹವೇ
ಬೆಂಬಲ,ಬೆಂಬಲ,ಬೆಂಬಲವನ್ನು,ಬೆಂಬಲದಿಂದ,ಬೆಂಬಲಕ್ಕೆ,ಬೆಂಬಲದಿಂದ,ಬೆಂಬಲದ,ಬೆಂಬಲದಲ್ಲಿ,ಬೆಂಬಲವೇ
ಸಾಕ್ಷ್ಯ,ಸಾಕ್ಷ್ಯ,ಸಾಕ್ಷ್ಯವನ್ನು,ಸಾಕ್ಷ್ಯದಿಂದ,ಸಾಕ್ಷ್ಯಕ್ಕೆ,ಸಾಕ್ಷ್ಯದಿಂದ,ಸಾಕ್ಷ್ಯದ,ಸಾಕ್ಷ್ಯದಲ್ಲಿ,ಸಾಕ್ಷ್ಯವೇ
ಪವಾಡ,ಪವಾಡ,ಪವಾಡವನ್ನು,ಪವಾಡದಿಂದ,ಪವಾಡಕ್ಕೆ,ಪವಾಡದಿಂದ,ಪವಾಡದ,ಪವಾಡದಲ್ಲಿ,ಪವಾಡವೇ
ಕೋಣೆ,ಕೋಣೆ,ಕೋಣೆಯನ್ನು,ಕೋಣೆಯಿಂದ,ಕೋಣೆಗೆ,ಕೋಣೆಯಿಂದ,ಕೋಣೆಯ,ಕೋಣೆಯಲ್ಲಿ,ಕೋಣೆಯೇ
ಗೋದಾಮು,ಗೋದಾಮು,ಗೋದಾಮನ್ನು,ಗೋದಾಮಿನಿಂದ,ಗೋದಾಮಿಗೆ,ಗೋದಾಮಿನಿಂದ,ಗೋದಾಮಿನ,ಗೋದಾಮಿನಲ್ಲಿ,ಗೋದಾಮೇ
ಕಚೇರಿ,ಕಚೇರಿ,ಕಚೇರಿಯನ್ನು,ಕಚೇರಿಯಿಂದ,ಕಚೇರಿಗೆ,ಕಚೇರಿಯಿಂದ,ಕಚೇರಿಯ,ಕಚೇರಿಯಲ್ಲಿ,ಕಚೇರಿಯೇ
ಮೈದಾನ,ಮೈದಾನ,ಮೈದಾನವನ್ನು,ಮೈದಾನದಿಂದ,ಮೈದಾನಕ್ಕೆ,ಮೈದಾನದಿಂದ,ಮೈದಾನದ,ಮೈದಾನದಲ್ಲಿ,ಮೈದಾನವೇ
ಹೋಟೆಲ್,ಹೋಟೆಲ್,ಹೋಟೆಲನ್ನು,ಹೋಟೆಲಿನಿಂದ,ಹೋಟೆಲಿಗೆ,ಹೋಟೆಲಿನಿಂದ,ಹೋಟೆಲಿನ,ಹೋಟೆಲಿನಲ್ಲಿ,ಹೋಟೆಲೇ
ರಕ್ಷಣಾ,ರಕ್ಷಣಾ,ರಕ್ಷಣೆಯನ್ನು,ರಕ್ಷಣೆಯಿಂದ,ರಕ್ಷಣೆಗೆ,ರಕ್ಷಣೆಯಿಂದ,ರಕ್ಷಣೆಯ,ರಕ್ಷಣೆಯಲ್ಲಿ,ರಕ್ಷಣೆಯೇ
ವ್ಯವಸ್ಥೆ,ವ್ಯವಸ್ಥೆ,ವ್ಯವಸ್ಥೆಯನ್ನು,ವ್ಯವಸ್ಥೆಯಿಂದ,ವ್ಯವಸ್ಥೆಗೆ,ವ್ಯವಸ್ಥೆಯಿಂದ,ವ್ಯವಸ್ಥೆಯ,ವ್ಯವಸ್ಥೆಯಲ್ಲಿ,ವ್ಯವಸ್ಥೆಯೇ
ಉತ್ತರ,ಉತ್ತರ,ಉತ್ತರವನ್ನು,ಉತ್ತರದಿಂದ,ಉತ್ತರಕ್ಕೆ,ಉತ್ತರದಿಂದ,ಉತ್ತರದ,ಉತ್ತರದಲ್ಲಿ,ಉತ್ತರವೇ
ದಕ್ಷಿಣ,ದಕ್ಷಿಣ,ದಕ್ಷಿಣವನ್ನು,ದಕ್ಷಿಣದಿಂದ,ದಕ್ಷಿಣಕ್ಕೆ,ದಕ್ಷಿಣದಿಂದ,ದಕ್ಷಿಣದ,ದಕ್ಷಿಣದಲ್ಲಿ,ದಕ್ಷಿಣವೇ
ಪೂರ್ವ,ಪೂರ್ವ,ಪೂರ್ವವನ್ನು,ಪೂರ್ವದಿಂದ,ಪೂರ್ವಕ್ಕೆ,ಪೂರ್ವದಿಂದ,ಪೂರ್ವದ,ಪೂರ್ವದಲ್ಲಿ,ಪೂರ್ವವೇ
ಪಶ್ಚಿಮ,ಪಶ್ಚಿಮ,ಪಶ್ಚಿಮವನ್ನು,ಪಶ್ಚಿಮದಿಂದ,ಪಶ್ಚಿಮಕ್ಕೆ,ಪಶ್ಚಿಮದಿಂದ,ಪಶ್ಚಿಮದ,ಪಶ್ಚಿಮದಲ್ಲಿ,ಪಶ್ಚಿಮವೇ
ಸಂಖ್ಯೆ,ಸಂಖ್ಯೆ,ಸಂಖ್ಯೆಯನ್ನು,ಸಂಖ್ಯೆಯಿಂದ,ಸಂಖ್ಯೆಗೆ,ಸಂಖ್ಯೆಯಿಂದ,ಸಂಖ್ಯೆಯ,ಸಂಖ್ಯೆಯಲ್ಲಿ,ಸಂಖ್ಯೆಯೇ
ಗುಣ,ಗುಣ,ಗುಣವನ್ನು,ಗುಣದಿಂದ,ಗುಣಕ್ಕೆ,ಗುಣದಿಂದ,ಗುಣದ,ಗುಣದಲ್ಲಿ,ಗುಣವೇ
ವಿದ್ಯುತ್,ವಿದ್ಯುತ್,ವಿದ್ಯುತ್ತನ್ನು,ವಿದ್ಯುತ್ತಿನಿಂದ,ವಿದ್ಯುತ್ತಿಗೆ,ವಿದ್ಯುತ್ತಿನಿಂದ,ವಿದ್ಯುತ್ತಿನ,ವಿದ್ಯುತ್ತಿನಲ್ಲಿ,ವಿದ್ಯುತ್ತೇ
ಉತ್ತೇಜನ,ಉತ್ತೇಜನ,ಉತ್ತೇಜನವನ್ನು,ಉತ್ತೇಜನದಿಂದ,ಉತ್ತೇಜನಕ್ಕೆ,ಉತ್ತೇಜನದಿಂದ,ಉತ್ತೇಜನದ,ಉತ್ತೇಜನದಲ್ಲಿ,ಉತ್ತೇಜನವೇ
ಶುಚಿತ್ವ,ಶುಚಿತ್ವ,ಶುಚಿತ್ವವನ್ನು,ಶುಚಿತ್ವದಿಂದ,ಶುಚಿತ್ವಕ್ಕೆ,ಶುಚಿತ್ವದಿಂದ,ಶುಚಿತ್ವದ,ಶುಚಿತ್ವದಲ್ಲಿ,ಶುಚಿತ್ವವೇ
ಆಹಾರ,ಆಹಾರ,ಆಹಾರವನ್ನು,ಆಹಾರದಿಂದ,ಆಹಾರಕ್ಕೆ,ಆಹಾರದಿಂದ,ಆಹಾರದ,ಆಹಾರದಲ್ಲಿ,ಆಹಾರವೇ
ಚಿಕಿತ್ಸೆ,ಚಿಕಿತ್ಸೆ,ಚಿಕಿತ್ಸೆಯನ್ನು,ಚಿಕಿತ್ಸೆಯಿಂದ,ಚಿಕಿತ್ಸೆಗೆ,ಚಿಕಿತ್ಸೆಯಿಂದ,ಚಿಕಿತ್ಸೆಯ,ಚಿಕಿತ್ಸೆಯಲ್ಲಿ,ಚಿಕಿತ್ಸೆಯೇ
ಫಲಿತಾಂಶ,ಫಲಿತಾಂಶ,ಫಲಿತಾಂಶವನ್ನು,ಫಲಿತಾಂಶದಿಂದ,ಫಲಿತಾಂಶಕ್ಕೆ,ಫಲಿತಾಂಶದಿಂದ,ಫಲಿತಾಂಶದ,ಫಲಿತಾಂಶದಲ್ಲಿ,ಫಲಿತಾಂಶವೇ
ಸಲಹೆ,ಸಲಹೆ,ಸಲಹೆಯನ್ನು,ಸಲಹೆಯಿಂದ,ಸಲಹೆಗೆ,ಸಲಹೆಯಿಂದ,ಸಲಹೆಯ,ಸಲಹೆಯಲ್ಲಿ,ಸಲಹೆಯೇ
ಅಂಶ,ಅಂಶ,ಅಂಶವನ್ನು,ಅಂಶದಿಂದ,ಅಂಶಕ್ಕೆ,ಅಂಶದಿಂದ,ಅಂಶದ,ಅಂಶದಲ್ಲಿ,ಅಂಶವೇ
ಅನುಮತಿ,ಅನುಮತಿ,ಅನುಮತಿಯನ್ನು,ಅನುಮತಿಯಿಂದ,ಅನುಮತಿಗೆ,ಅನುಮತಿಯಿಂದ,ಅನುಮತಿಯ,ಅನುಮತಿಯಲ್ಲಿ,ಅನುಮತಿಯೇ
ಪ್ರತಿಕೃತಿ,ಪ್ರತಿಕೃತಿ,ಪ್ರತಿಕೃತಿಯನ್ನು,ಪ್ರತಿಕೃತಿಯಿಂದ,ಪ್ರತಿಕೃತಿಗೆ,ಪ್ರತಿಕೃತಿಯಿಂದ,ಪ್ರತಿಕೃತಿಯ,ಪ್ರತಿಕೃತಿಯಲ್ಲಿ,ಪ್ರತಿಕೃತಿಯೇ
ಮುಖ್ಯಸ್ಥ,ಮುಖ್ಯಸ್ಥ,ಮುಖ್ಯಸ್ಥನನ್ನು,ಮುಖ್ಯಸ್ಥನಿಂದ,ಮುಖ್ಯಸ್ಥನಿಗೆ,ಮುಖ್ಯಸ್ಥನಿಂದ,ಮುಖ್ಯಸ್ಥನ,ಮುಖ್ಯಸ್ಥನಲ್ಲಿ,ಮುಖ್ಯಸ್ಥನೇ
ಕಾರ್ಯ,ಕಾರ್ಯ,ಕಾರ್ಯವನ್ನು,ಕಾರ್ಯದಿಂದ,ಕಾರ್ಯಕ್ಕೆ,ಕಾರ್ಯದಿಂದ,ಕಾರ್ಯದ,ಕಾರ್ಯದಲ್ಲಿ,ಕಾರ್ಯವೇ
